브랜드명,총건수,지점명비율,표기변형목록,대표주소예시,판정,판정근거,경계사례
GS25,365,0.83,지에스 25; 지에스25,부산광역시 사하구 다대로429번길 12 (다대동),브랜드,빈도 365·지점비율 83% ≥40% → 브랜드 확정,
CU,257,0.94,씨유,"부산광역시 강서구 명지오션시티11로 51 (명지동, 영어도시 퀸덤1차)",브랜드,빈도 257·지점비율 94% ≥40% → 브랜드 확정,
파리바게뜨,160,0.70,파리 바게트; 파리바게트,부산광역시 사하구 낙동남로 1411 (하단동),브랜드,빈도 160·지점비율 70% ≥40% → 브랜드 확정,
메가커피,107,0.93,메가MGC커피; 메가엠지씨커피,부산광역시 영도구 남항로41번길 1(남항동1가),브랜드,빈도 107·지점비율 93% ≥40% → 브랜드 확정,
컴포즈커피,96,0.89,,부산광역시 사하구 낙동남로1423번길 3 (하단동),브랜드,빈도 96·지점비율 89% ≥40% → 브랜드 확정,
세븐일레븐,95,0.93,,"부산광역시 영도구 동삼오션로 30 (동삼동, 부산 오션시티 푸르지오)",브랜드,빈도 95·지점비율 93% ≥40% → 브랜드 확정,
땅스부대찌개,84,0.54,,부산광역시 사하구 사하로198번길 18 (괴정동),브랜드,빈도 84·지점비율 54% ≥40% → 브랜드 확정,
정관장,84,0.93,,부산광역시 동구 중앙대로 223-1 (초량동),브랜드,빈도 84·지점비율 93% ≥40% → 브랜드 확정,
빽다방,78,0.92,,부산광역시 강서구 명지국제8로 251 (명지동),브랜드,빈도 78·지점비율 92% ≥40% → 브랜드 확정,
배스킨라빈스,75,0.72,베스킨라빈스,부산광역시 사하구 사하로 184 (괴정동),브랜드,빈도 75·지점비율 72% ≥40% → 브랜드 확정,
피자스쿨,63,0.83,,부산광역시 사상구 대동로 94 (학장동),브랜드,빈도 63·지점비율 83% ≥40% → 브랜드 확정,
으뜸50안경,56,0.89,,부산광역시 사하구 낙동남로 1409 (하단동),브랜드,빈도 56·지점비율 89% ≥40% → 브랜드 확정,
BHC,54,0.78,비에이치씨,"부산광역시 강서구 명지오션시티11로 51 (명지동, 영어도시 퀸덤1차)",브랜드,빈도 54·지점비율 78% ≥40% → 브랜드 확정,
더벤티,54,0.91,,부산광역시 수영구 수영로384번길 6 (남천동),브랜드,빈도 54·지점비율 91% ≥40% → 브랜드 확정,
크린토피아,53,0.74,,"부산광역시 강서구 명지오션시티11로 51 (명지동, 영어도시 퀸덤1차)",브랜드,빈도 53·지점비율 74% ≥40% → 브랜드 확정,
이마트24,53,0.94,,부산광역시 사상구 대동로 106 (학장동),브랜드,빈도 53·지점비율 94% ≥40% → 브랜드 확정,
BBQ,47,0.81,비비큐,"부산광역시 영도구 동삼오션로 30 (동삼동, 부산 오션시티 푸르지오)",브랜드,빈도 47·지점비율 81% ≥40% → 브랜드 확정,
아리따움,46,0.76,,부산광역시 영도구 남항로41번길 39(남항동1가),브랜드,빈도 46·지점비율 76% ≥40% → 브랜드 확정,
교촌치킨,42,0.93,,부산광역시 서구 대영로 30 (서대신동1가),브랜드,빈도 42·지점비율 93% ≥40% → 브랜드 확정,
이삭토스트,40,0.65,,부산광역시 동구 중앙대로371번길 20 (수정동),브랜드,빈도 40·지점비율 65% ≥40% → 브랜드 확정,
오렌즈,35,0.86,,부산광역시 부산진구 중앙대로 지하717 (부전동),브랜드,빈도 35·지점비율 86% ≥40% → 브랜드 확정,
굽네치킨,34,0.76,,부산광역시 사하구 다대로429번길 12 (다대동),브랜드,빈도 34·지점비율 76% ≥40% → 브랜드 확정,
노랑통닭,33,0.76,,부산광역시 사하구 다대로134번길 89 (신평동),브랜드,빈도 33·지점비율 76% ≥40% → 브랜드 확정,
맘스터치,33,0.85,,부산광역시 강서구 명지국제8로 257 (명지동),브랜드,빈도 33·지점비율 85% ≥40% → 브랜드 확정,
이디야,33,0.45,,부산광역시 서구 구덕로 293 (서대신동2가),브랜드,빈도 33·지점비율 45% ≥40% → 브랜드 확정,Y
본죽&비빔밥,33,0.82,,부산광역시 해운대구 해운대로383번길 37 (우동),브랜드,빈도 33·지점비율 82% ≥40% → 브랜드 확정,
뚜레쥬르,30,0.53,,부산광역시 사상구 백양대로 893 (모라동),브랜드,빈도 30·지점비율 53% ≥40% → 브랜드 확정,
자담치킨,28,0.64,,부산광역시 사하구 다대로142번길 16 (신평동),브랜드,빈도 28·지점비율 64% ≥40% → 브랜드 확정,
가장맛있는족발,28,0.61,,부산광역시 금정구 부산대학로49번길 22 (장전동),브랜드,빈도 28·지점비율 61% ≥40% → 브랜드 확정,
이브자리,27,0.52,,부산광역시 동래구 여고북로 172-3 (사직동),브랜드,빈도 27·지점비율 52% ≥40% → 브랜드 확정,
리안헤어,26,0.69,,경기도 용인시 처인구 금령로99번길 2(김량장동),브랜드,빈도 26·지점비율 69% ≥40% → 브랜드 확정,
가마치통닭,25,0.72,,부산광역시 사하구 낙동대로233번길 8(괴정동),브랜드,빈도 25·지점비율 72% ≥40% → 브랜드 확정,
민영활어공장,25,0.52,,부산광역시 부산진구 가야대로482번길 10 (개금동),브랜드,빈도 25·지점비율 52% ≥40% → 브랜드 확정,
샐러디,25,1.00,,부산광역시 수영구 남천동로108번길 27 (남천동),브랜드,빈도 25·지점비율 100% ≥40% → 브랜드 확정,
올리비아로렌,25,0.56,,부산광역시 북구 백양대로 1193(구포동),브랜드,빈도 25·지점비율 56% ≥40% → 브랜드 확정,
비와이씨,25,0.72,,부산광역시 금정구 온천장로125번길 32-1 (장전동),브랜드,빈도 25·지점비율 72% ≥40% → 브랜드 확정,
피자마루,25,0.60,,경기도 오산시 수청로 199 (금암동),브랜드,빈도 25·지점비율 60% ≥40% → 브랜드 확정,
등촌샤브칼국수,24,0.75,,부산광역시 금정구 금정로 61 (장전동),브랜드,빈도 24·지점비율 75% ≥40% → 브랜드 확정,
두찜,23,0.96,,부산광역시 남구 수영로219번길 25 (대연동),브랜드,빈도 23·지점비율 96% ≥40% → 브랜드 확정,
올포유,23,0.48,,부산광역시 부산진구 중앙대로 지하737 (부전동),브랜드,빈도 23·지점비율 48% ≥40% → 브랜드 확정,Y
신전떡볶이,23,0.83,,경기도 평택시 이충로35번길 28(이충동),브랜드,빈도 23·지점비율 83% ≥40% → 브랜드 확정,
처갓집양념치킨,22,0.95,,부산광역시 사하구 낙동대로233번길 59(괴정동),브랜드,빈도 22·지점비율 95% ≥40% → 브랜드 확정,
보드람치킨,22,0.50,,경기도 화성시 병점구 병점1로 216-13 (병점동),브랜드,빈도 22·지점비율 50% ≥40% → 브랜드 확정,
렌즈미,21,0.57,,"부산광역시 연제구 아시아드대로 39 (거제동, 레이카운티)",브랜드,빈도 21·지점비율 57% ≥40% → 브랜드 확정,
육회바른연어,21,0.90,,경기도 화성시 만세구 향남읍 발안양감로 211,브랜드,빈도 21·지점비율 90% ≥40% → 브랜드 확정,
투다리,20,0.60,,부산광역시 사하구 낙동대로563번안길 35 (하단동),브랜드,빈도 20·지점비율 60% ≥40% → 브랜드 확정,
우지커피,20,1.00,,부산광역시 동구 진성로9번길 14 (수정동),브랜드,빈도 20·지점비율 100% ≥40% → 브랜드 확정,
베이비하우스,20,0.75,,경기도 평택시 비전5로 11 (비전동),브랜드,빈도 20·지점비율 75% ≥40% → 브랜드 확정,
프랭크버거,19,0.95,,부산광역시 사하구 낙동대로 549 (하단동),브랜드,빈도 19·지점비율 95% ≥40% → 브랜드 확정,
이디야커피,19,1.00,,부산광역시 남구 용소로 30 (대연동),브랜드,빈도 19·지점비율 100% ≥40% → 브랜드 확정,
슈올즈,19,0.79,,부산광역시 동래구 사직북로 29-1 (사직동),브랜드,빈도 19·지점비율 79% ≥40% → 브랜드 확정,
백억커피,19,0.84,,경기도 평택시 특구로27번길 25 (서정동),브랜드,빈도 19·지점비율 84% ≥40% → 브랜드 확정,
지센,18,0.61,,부산광역시 부산진구 가야대로 지하777 (부전동),브랜드,빈도 18·지점비율 61% ≥40% → 브랜드 확정,
롯데리아,18,0.89,,부산광역시 금정구 서동로 159-7(서동),브랜드,빈도 18·지점비율 89% ≥40% → 브랜드 확정,
탕화쿵푸마라탕,18,0.61,,경기도 화성시 향남읍 발안양감로 211,브랜드,빈도 18·지점비율 61% ≥40% → 브랜드 확정,
에이바헤어,18,0.83,,경기도 수원시 영통구 매탄로100번길 17 (매탄동),브랜드,빈도 18·지점비율 83% ≥40% → 브랜드 확정,
돈까스짱,18,0.72,,경기도 이천시 증신로 303 (송정동),브랜드,빈도 18·지점비율 72% ≥40% → 브랜드 확정,
푸라닭,17,0.94,,부산광역시 강서구 명지국제8로 257 (명지동),브랜드,빈도 17·지점비율 94% ≥40% → 브랜드 확정,
청년다방,17,0.71,,부산광역시 사하구 사하로 183 (괴정동),브랜드,빈도 17·지점비율 71% ≥40% → 브랜드 확정,
태후사랑,17,0.47,,부산광역시 동구 수정동로 28 (수정동),브랜드,빈도 17·지점비율 47% ≥40% → 브랜드 확정,Y
본죽앤비빔밥,17,0.71,,부산광역시 수영구 남천바다로10번길 70 (남천동),브랜드,빈도 17·지점비율 71% ≥40% → 브랜드 확정,
백소정,17,0.94,,경기도 수원시 장안구 덕영대로535번길 46 (천천동),브랜드,빈도 17·지점비율 94% ≥40% → 브랜드 확정,
다비치안경,16,1.00,,부산광역시 사하구 낙동대로 491 (하단동),브랜드,빈도 16·지점비율 100% ≥40% → 브랜드 확정,
공차,16,0.88,,경기도 안성시 중앙1길 4 (대천동),브랜드,빈도 16·지점비율 88% ≥40% → 브랜드 확정,
삼천리자전거,16,0.56,,경기도 화성시 우정읍 3.1만세로 31,브랜드,빈도 16·지점비율 56% ≥40% → 브랜드 확정,
으뜸플러스안경,16,1.00,,경기도 오산시 수청로 193 (금암동),브랜드,빈도 16·지점비율 100% ≥40% → 브랜드 확정,
투썸플레이스,16,0.94,,경기도 안산시 상록구 샘골로 124(본오동),브랜드,빈도 16·지점비율 94% ≥40% → 브랜드 확정,
복호두,15,0.73,,부산광역시 강서구 명지국제8로 257 (명지동),브랜드,빈도 15·지점비율 73% ≥40% → 브랜드 확정,
다이소,15,0.87,아성다이소,부산광역시 사상구 학감대로 109-10 (학장동),브랜드,빈도 15·지점비율 87% ≥40% → 브랜드 확정,
으뜸플러스,15,0.53,,부산광역시 금정구 장전온천천로 51 (장전동),브랜드,빈도 15·지점비율 53% ≥40% → 브랜드 확정,
네이처컬렉션,15,0.67,,부산광역시 기장군 기장읍 차성동로 64,브랜드,빈도 15·지점비율 67% ≥40% → 브랜드 확정,
백채김치찌개,15,0.80,,경기도 안성시 중앙로389번길 27 (대천동),브랜드,빈도 15·지점비율 80% ≥40% → 브랜드 확정,
국수나무,15,0.67,,경기도 평택시 이충로35번길 26(이충동),브랜드,빈도 15·지점비율 67% ≥40% → 브랜드 확정,
나이스가이,15,0.67,,경기도 화성시 만세구 우정읍 조암남로 39,브랜드,빈도 15·지점비율 67% ≥40% → 브랜드 확정,
설빙,15,0.87,,경기도 용인시 처인구 남사읍 한숲로 60,브랜드,빈도 15·지점비율 87% ≥40% → 브랜드 확정,
우리할매떡볶이,15,0.87,,경기도 화성시 영통로61번길 11 (반월동),브랜드,빈도 15·지점비율 87% ≥40% → 브랜드 확정,
미소야,15,0.60,,경기도 용인시 처인구 금령로99번길 3(김량장동),브랜드,빈도 15·지점비율 60% ≥40% → 브랜드 확정,
보배반점,14,0.93,,부산광역시 사하구 낙동남로1423번길 29 (하단동),브랜드,빈도 14·지점비율 93% ≥40% → 브랜드 확정,
족발야시장,14,0.86,,경기도 평택시 평택5로34번길 40 (합정동),브랜드,빈도 14·지점비율 86% ≥40% → 브랜드 확정,
60계치킨,14,1.00,,경기도 평택시 경기대로 1286 (이충동),브랜드,빈도 14·지점비율 100% ≥40% → 브랜드 확정,
디저트39,14,0.86,,경기도 화성시 동탄문화센터로 65(반송동),브랜드,빈도 14·지점비율 86% ≥40% → 브랜드 확정,
깐부치킨,14,0.64,,경기도 화성시 삼성전자로 8(석우동),브랜드,빈도 14·지점비율 64% ≥40% → 브랜드 확정,
하삼동커피,13,0.85,,부산광역시 중구 흑교로 18 (부평동2가),브랜드,빈도 13·지점비율 85% ≥40% → 브랜드 확정,
알레르망,13,0.77,,부산광역시 동구 중앙대로 469 (좌천동),브랜드,빈도 13·지점비율 77% ≥40% → 브랜드 확정,
긴자료코,13,0.92,,부산광역시 수영구 남천동로108번길 31 (남천동),브랜드,빈도 13·지점비율 92% ≥40% → 브랜드 확정,
봉구스밥버거,13,0.77,,경기도 평택시 이충로35번길 28-22 (이충동),브랜드,빈도 13·지점비율 77% ≥40% → 브랜드 확정,
동궁찜닭,12,0.92,,부산광역시 사하구 낙동대로519번길 21 (하단동),브랜드,빈도 12·지점비율 92% ≥40% → 브랜드 확정,
명륜진사갈비,12,0.83,,부산광역시 사하구 낙동대로 533 (하단동),브랜드,빈도 12·지점비율 83% ≥40% → 브랜드 확정,
노모어피자,12,1.00,,부산광역시 사하구 낙동대로 541 (하단동),브랜드,빈도 12·지점비율 100% ≥40% → 브랜드 확정,
웰메이드,12,0.67,,부산광역시 동구 고관로 115-2 (수정동),브랜드,빈도 12·지점비율 67% ≥40% → 브랜드 확정,
코코호도,12,0.83,,부산광역시 남구 못골로 45(대연동),브랜드,빈도 12·지점비율 83% ≥40% → 브랜드 확정,
한솥도시락,12,0.67,,부산광역시 수영구 수영로464번길 9 (남천동),브랜드,빈도 12·지점비율 67% ≥40% → 브랜드 확정,
철길부산집,12,0.83,,부산광역시 연제구 시청로32번길 10 (연산동),브랜드,빈도 12·지점비율 83% ≥40% → 브랜드 확정,
역전할머니맥주,12,0.75,,부산광역시 연제구 시청로32번길 7 (연산동),브랜드,빈도 12·지점비율 75% ≥40% → 브랜드 확정,
매머드 익스프레스,12,1.00,,경기도 안성시 중앙1길 3 (대천동),브랜드,빈도 12·지점비율 100% ≥40% → 브랜드 확정,
담꾹,12,0.83,,경기도 수원시 영통구 태장로 77 (망포동),브랜드,빈도 12·지점비율 83% ≥40% → 브랜드 확정,
드림디포,12,0.75,,경기도 수원시 영통구 반달로7번길 6 (영통동),브랜드,빈도 12·지점비율 75% ≥40% → 브랜드 확정,
홍콩반점0410,12,1.00,,경기도 용인시 수지구 수지로296번길 56 (풍덕천동),브랜드,빈도 12·지점비율 100% ≥40% → 브랜드 확정,
오봉집,11,0.73,,부산광역시 강서구 명지국제8로 284 (명지동),브랜드,빈도 11·지점비율 73% ≥40% → 브랜드 확정,
목구멍,11,0.73,,부산광역시 강서구 명지국제6로 246 (명지동),브랜드,빈도 11·지점비율 73% ≥40% → 브랜드 확정,
모닝글로리,11,0.55,,부산광역시 동구 중앙대로371번길 8 (수정동),브랜드,빈도 11·지점비율 55% ≥40% → 브랜드 확정,
네파,11,0.73,,부산광역시 동구 범일로 108-1(범일동),브랜드,빈도 11·지점비율 73% ≥40% → 브랜드 확정,
호주뉴질랜드면세점,11,1.00,,부산광역시 동래구 사직북로28번길 70 (사직동),브랜드,빈도 11·지점비율 100% ≥40% → 브랜드 확정,
명랑핫도그,11,0.73,,경기도 평택시 평남로 933 (비전동),브랜드,빈도 11·지점비율 73% ≥40% → 브랜드 확정,
또봉이통닭,11,0.55,,경기도 평택시 정암로 20 (서정동),브랜드,빈도 11·지점비율 55% ≥40% → 브랜드 확정,
깡우동,11,0.91,,경기도 용인시 처인구 남사읍 한숲로 60,브랜드,빈도 11·지점비율 91% ≥40% → 브랜드 확정,
누구나홀딱반한닭,11,0.64,,경기도 화성시 봉담읍 상리중심상가길 30,브랜드,빈도 11·지점비율 64% ≥40% → 브랜드 확정,
핵밥,11,1.00,,경기도 수원시 팔달구 향교로 3-1 (매산로1가),브랜드,빈도 11·지점비율 100% ≥40% → 브랜드 확정,
귀한족발,11,1.00,,경기도 수원시 팔달구 동말로 58 (화서동),브랜드,빈도 11·지점비율 100% ≥40% → 브랜드 확정,
글라스타,11,0.55,,경기도 용인시 기흥구 구갈로60번길 9-1(구갈동),브랜드,빈도 11·지점비율 55% ≥40% → 브랜드 확정,
빽보이피자,10,0.90,,"부산광역시 사하구 낙동대로 499 (하단동, 하단 지음 주상복합 주건축물 제1동)",브랜드,빈도 10·지점비율 90% ≥40% → 브랜드 확정,Y
일품양평해장국,10,0.70,,부산광역시 영도구 태종로105번길 25(봉래동2가),브랜드,빈도 10·지점비율 70% ≥40% → 브랜드 확정,Y
텐퍼센트커피,10,0.90,,부산광역시 부산진구 복지로13번길 53 (개금동),브랜드,빈도 10·지점비율 90% ≥40% → 브랜드 확정,Y
봉추찜닭,10,0.50,,부산광역시 연제구 반송로 24 (연산동),브랜드,빈도 10·지점비율 50% ≥40% → 브랜드 확정,Y
요거트월드,10,0.60,,"부산광역시 연제구 아시아드대로 39 (거제동, 레이카운티)",브랜드,빈도 10·지점비율 60% ≥40% → 브랜드 확정,Y
카페인중독,10,0.90,,경기도 평택시 특구로23번길 62 (서정동),브랜드,빈도 10·지점비율 90% ≥40% → 브랜드 확정,Y
써브웨이,10,1.00,,경기도 평택시 관광특구로 41 (서정동),브랜드,빈도 10·지점비율 100% ≥40% → 브랜드 확정,Y
더맛있는족발보쌈,10,0.90,,경기도 화성시 남양읍 역골로 23-25,브랜드,빈도 10·지점비율 90% ≥40% → 브랜드 확정,Y
우리정육점,10,1.00,,경기도 수원시 팔달구 수원천로255번길 6 (영동),브랜드,빈도 10·지점비율 100% ≥40% → 브랜드 확정,Y
두끼,10,1.00,,경기도 안산시 상록구 샘골로 124 (본오동),브랜드,빈도 10·지점비율 100% ≥40% → 브랜드 확정,Y
착한정육점,10,1.00,,경기도 수원시 장안구 경수대로1081번길 24(파장동),브랜드,빈도 10·지점비율 100% ≥40% → 브랜드 확정,Y
양은이네,10,0.90,,경기도 안산시 단원구 선부광장로 27 (선부동),브랜드,빈도 10·지점비율 90% ≥40% → 브랜드 확정,Y
찰찰보리식빵,10,0.60,,경기도 군포시 산본천로 177 (산본동),브랜드,빈도 10·지점비율 60% ≥40% → 브랜드 확정,Y
60계,10,0.80,,경기도 안양시 동안구 동편로 22 (관양동),브랜드,빈도 10·지점비율 80% ≥40% → 브랜드 확정,Y
청년피자,9,0.78,,"부산광역시 강서구 명지오션시티11로 51 (명지동, 영어도시 퀸덤1차)",브랜드,빈도 9·지점비율 78% ≥40% → 브랜드 확정,Y
정직유부,9,0.89,,부산광역시 사하구 낙동대로 227 (괴정동),브랜드,빈도 9·지점비율 89% ≥40% → 브랜드 확정,Y
샤트렌,9,0.44,,부산광역시 동구 범일로 96(범일동),브랜드,빈도 9·지점비율 44% ≥40% → 브랜드 확정,Y
매머드익스프레스,9,0.89,,부산광역시 동구 자성로133번길 31 (범일동),브랜드,빈도 9·지점비율 89% ≥40% → 브랜드 확정,Y
링스,9,0.56,,부산광역시 동구 범일로 124-1(범일동),브랜드,빈도 9·지점비율 56% ≥40% → 브랜드 확정,Y
이두부야,9,0.67,,부산광역시 수영구 수영로384번길 39 (남천동),브랜드,빈도 9·지점비율 67% ≥40% → 브랜드 확정,Y
초록마을,9,0.89,,부산광역시 수영구 광안해변로 95 (남천동),브랜드,빈도 9·지점비율 89% ≥40% → 브랜드 확정,Y
죽이야기,9,0.56,,부산광역시 사상구 사상로309번길 25 (덕포동),브랜드,빈도 9·지점비율 56% ≥40% → 브랜드 확정,Y
미분당,9,0.44,,부산광역시 금정구 금강로 248-5 (장전동),브랜드,빈도 9·지점비율 44% ≥40% → 브랜드 확정,Y
하남돼지집,9,0.89,,경기도 화성시 남양읍 역골로 23-19,브랜드,빈도 9·지점비율 89% ≥40% → 브랜드 확정,Y
크라운호프,9,0.78,,경기도 수원시 팔달구 향교로 40 (매산로2가),브랜드,빈도 9·지점비율 78% ≥40% → 브랜드 확정,Y
솥국,9,0.78,,경기도 수원시 영통구 권광로260번길 36 (매탄동),브랜드,빈도 9·지점비율 78% ≥40% → 브랜드 확정,Y
한신우동,9,0.56,,경기도 안산시 상록구 광덕1로 375(이동),브랜드,빈도 9·지점비율 56% ≥40% → 브랜드 확정,Y
리얼클린족욕,9,0.44,,경기도 수원시 장안구 금당로14번길 26 (조원동),브랜드,빈도 9·지점비율 44% ≥40% → 브랜드 확정,Y
죠스떡볶이,9,0.44,,경기도 용인시 수지구 광교중앙로 320 (상현동),브랜드,빈도 9·지점비율 44% ≥40% → 브랜드 확정,Y
육쌈냉면,9,0.44,,경기도 군포시 산본로323번길 16-30 (산본동),브랜드,빈도 9·지점비율 44% ≥40% → 브랜드 확정,Y
쉐프엠,9,1.00,,경기도 군포시 산본로323번길 16-31 (산본동),브랜드,빈도 9·지점비율 100% ≥40% → 브랜드 확정,Y
중앙정육점,9,1.00,,서울특별시 금천구 시흥대로62길 32(시흥동),브랜드,빈도 9·지점비율 100% ≥40% → 브랜드 확정,Y
카페게이트,9,0.89,,서울특별시 관악구 봉천로6길 51 (신림동),브랜드,빈도 9·지점비율 89% ≥40% → 브랜드 확정,Y
바른정육점,8,1.00,,부산광역시 사하구 제석로18번길 19(하단동),브랜드,빈도 8·지점비율 100% ≥40% → 브랜드 확정,Y
호주면세점,8,1.00,,"부산광역시 남구 동명로152번길 90 (용호동, 안민주택)",브랜드,빈도 8·지점비율 100% ≥40% → 브랜드 확정,Y
신발백화점,8,1.00,,부산광역시 남구 천제등로 27 (대연동),브랜드,빈도 8·지점비율 100% ≥40% → 브랜드 확정,Y
하이오커피,8,0.88,,부산광역시 수영구 남천바다로10번길 70 (남천동),브랜드,빈도 8·지점비율 88% ≥40% → 브랜드 확정,Y
보그헤어,8,0.62,,경기도 평택시 관광특구로 37 (서정동),브랜드,빈도 8·지점비율 62% ≥40% → 브랜드 확정,Y
커스텀커피,8,0.88,,경기도 용인시 처인구 남사읍 한숲로57번길 15-3,브랜드,빈도 8·지점비율 88% ≥40% → 브랜드 확정,Y
콜핑,8,1.00,,경기도 화성시 봉담읍 삼천병마로 1047-8,브랜드,빈도 8·지점비율 100% ≥40% → 브랜드 확정,Y
GS더프레시,8,1.00,GS THE FRESH; 지에스 더프레시; 지에스더프레시,경기도 수원시 권선구 동수원로177번길 40 (권선동),브랜드,빈도 8·지점비율 100% ≥40% → 브랜드 확정,Y
옥된장,8,0.88,,경기도 수원시 영통구 반달로35번길 30(영통동),브랜드,빈도 8·지점비율 88% ≥40% → 브랜드 확정,Y
유미카츠,8,0.62,,경기도 화성시 만세구 꽃내음1길 19-18 (새솔동),브랜드,빈도 8·지점비율 62% ≥40% → 브랜드 확정,Y
본도시락,8,1.00,,경기도 수원시 권선구 금곡로196번길 61 (금곡동),브랜드,빈도 8·지점비율 100% ≥40% → 브랜드 확정,Y
샐러리아,8,1.00,,경기도 군포시 산본로 329 (산본동),브랜드,빈도 8·지점비율 100% ≥40% → 브랜드 확정,Y
블루클럽,8,0.50,,경기도 군포시 금산로 90 (산본동),브랜드,빈도 8·지점비율 50% ≥40% → 브랜드 확정,Y
이공커피,8,1.00,,서울특별시 관악구 장군봉1길 34 (봉천동),브랜드,빈도 8·지점비율 100% ≥40% → 브랜드 확정,Y
제일정육점,8,1.00,,서울특별시 영등포구 영등포로45길 21(영등포동5가),브랜드,빈도 8·지점비율 100% ≥40% → 브랜드 확정,Y
명랑시대쌀핫도그,7,0.57,,부산광역시 강서구 명지국제8로 251 (명지동),브랜드,빈도 7·지점비율 57% ≥40% → 브랜드 확정,Y
노랑강정,7,0.86,,부산광역시 강서구 명지국제8로 251 (명지동),브랜드,빈도 7·지점비율 86% ≥40% → 브랜드 확정,Y
삼익가구,7,0.43,,부산광역시 동구 중앙대로 476 (좌천동),브랜드,빈도 7·지점비율 43% ≥40% → 브랜드 확정,Y
레드페이스,7,0.86,,부산광역시 북구 백양대로 1199-9 (구포동),브랜드,빈도 7·지점비율 86% ≥40% → 브랜드 확정,Y
배떡,7,1.00,,부산광역시 북구 만덕대로78번길 22 (덕천동),브랜드,빈도 7·지점비율 100% ≥40% → 브랜드 확정,Y
가마로강정,7,0.86,,부산광역시 동래구 사직로70번길 76 (사직동),브랜드,빈도 7·지점비율 86% ≥40% → 브랜드 확정,Y
네네치킨,7,0.71,,부산광역시 동래구 명안로86번길 30 (명장동),브랜드,빈도 7·지점비율 71% ≥40% → 브랜드 확정,Y
길동우동,7,0.57,,경기도 평택시 평남로 929 (비전동),브랜드,빈도 7·지점비율 57% ≥40% → 브랜드 확정,Y
대성정육점,7,1.00,,경기도 평택시 중앙시장로 16-13(신장동),브랜드,빈도 7·지점비율 100% ≥40% → 브랜드 확정,Y
디스커버리,7,0.57,,경기도 화성시 봉담읍 삼천병마로 1047-6,브랜드,빈도 7·지점비율 57% ≥40% → 브랜드 확정,Y
블랙야크,7,0.57,,경기도 화성시 봉담읍 삼천병마로 1047-6,브랜드,빈도 7·지점비율 57% ≥40% → 브랜드 확정,Y
명랑부대찌개,7,0.57,,경기도 수원시 권선구 동수원로177번길 40 (권선동),브랜드,빈도 7·지점비율 57% ≥40% → 브랜드 확정,Y
도야짬뽕,7,1.00,,경기도 수원시 영통구 효원로 387 (매탄동),브랜드,빈도 7·지점비율 100% ≥40% → 브랜드 확정,Y
얌샘김밥,7,0.86,,경기도 용인시 기흥구 한보라2로14번길 3-3 (보라동),브랜드,빈도 7·지점비율 86% ≥40% → 브랜드 확정,Y
포케올데이,7,1.00,,경기도 수원시 권선구 금곡로 205 (금곡동),브랜드,빈도 7·지점비율 100% ≥40% → 브랜드 확정,Y
오마뎅,7,0.86,,경기도 용인시 기흥구 죽전로 57 (보정동),브랜드,빈도 7·지점비율 86% ≥40% → 브랜드 확정,Y
인생닭강정,7,0.43,,경기도 군포시 산본로323번길 20-17 (산본동),브랜드,빈도 7·지점비율 43% ≥40% → 브랜드 확정,Y
록갈비,7,0.86,,인천광역시 연수구 하모니로 158 (송도동),브랜드,빈도 7·지점비율 86% ≥40% → 브랜드 확정,Y
화포식당,7,0.43,,경기도 안양시 동안구 관평로182번길 20(관양동),브랜드,빈도 7·지점비율 43% ≥40% → 브랜드 확정,Y
형제정육점,7,1.00,,인천광역시 동구 송현로16번길 3-1(송현동),브랜드,빈도 7·지점비율 100% ≥40% → 브랜드 확정,Y
총각네정육점,7,1.00,,경기도 부천시 소사구 은성로76번길 56 (소사본동),브랜드,빈도 7·지점비율 100% ≥40% → 브랜드 확정,Y
코리아세븐,7,1.00,,"서울특별시 양천구 목동중앙북로 38 (목동, 롯데캐슬위너아파트)",브랜드,빈도 7·지점비율 100% ≥40% → 브랜드 확정,Y
충남상회,66,0.00,,부산광역시 동구 진시장로 24(범일동),제외,빈도 66·지점비율 0% <40% → 일반상호 제외,
형제상회,65,0.00,,부산광역시 사하구 장림번영로 24(장림동),제외,빈도 65·지점비율 0% <40% → 일반상호 제외,
낙원떡집,56,0.00,,부산광역시 사하구 장림시장5길 91(장림동),제외,빈도 56·지점비율 0% <40% → 일반상호 제외,
김밥천국,54,0.22,,부산광역시 사하구 낙동대로 201(괴정동),제외,빈도 54·지점비율 22% <40% → 일반상호 제외,
서울마님죽,48,0.08,,부산광역시 사하구 낙동대로199번길 4 (괴정동),제외,빈도 48·지점비율 8% <40% → 일반상호 제외,
경북상회,47,0.00,,부산광역시 중구 보수대로 94 (보수동3가),제외,빈도 47·지점비율 0% <40% → 일반상호 제외,
알파,43,0.33,,부산광역시 사하구 낙동대로 487 (하단동),제외,빈도 43·지점비율 33% <40% → 일반상호 제외,Y
진주상회,40,0.00,,부산광역시 강서구 명지오션시티1로 155(명지동),제외,빈도 40·지점비율 0% <40% → 일반상호 제외,
우리농산물,40,0.03,,부산광역시 사상구 새벽시장로103번길 50 (감전동),제외,빈도 40·지점비율 2% <40% → 일반상호 제외,
서울상회,39,0.00,,부산광역시 중구 중구로47번길 19(부평동1가),제외,빈도 39·지점비율 0% <40% → 일반상호 제외,
